,series_name,description,country,raw_category_name,director_name,actor_name
856,"Bạch Ngọc Nhớ Vô Hà, Love Like White Jade","bạch ngọc nhớ vô hà , love like white jade thị nữ thủy vô hà của lang gia các kim bài được mời đến giang phủ để giúp đỡ công tử giang bạch ngọc học văn luyện võ . tính cách khác nhau khiến cả hai như nước với lửa , nhưng mỗi người cũng có những bí mật không muốn người khác biết . vô hà đang tìm huynh ruột thất lạc , bạch ngọc lại đang truy tìm nguyên nhân cái chết của phụ thân . tình cờ mọi manh mối đều dẫn đến thúc phụ giang hổ và họ đã cùng nhau vạch trần âm mưu của hắn . trải qua chuỗi thăng trầm , hai người cảm thấy tâm tư tương thông và quyết định cùng nắm tay nhau suốt đời .",trung quốc,"['cổ trang', 'hài hước', 'lãng mạn']",bành vũ,['other' 'trương diệu' 'vạn bằng']
857,"Gửi Thời Thanh Xuân Ngây Thơ Tươi Đẹp, A Love So Beautiful","gửi thời thanh xuân ngây thơ tươi đẹp , a love so beautiful trần tiểu hi là một cô gái ngốc nghếch , ngây thơ nhưng rất mạnh mẽ , tự tin khi theo đuổi cậu bạn thanh mai trúc mã sống ở căn nhà đối diện . dù đối tượng trong mộng là giang thần - một chàng trai hoàn hảo từ ngoại hình tới học vấn , luôn phũ phàng từ chối thì tiểu hi vẫn tìm mọi cách đeo bám và gây chú ý với đối phương .",trung quốc,"['hài hước', 'lãng mạn', 'huyền bí', 'huyền bí']",dương long,['hồ nhất thiên' 'other' 'thẩm nguyệt']
858,"Chàng Rể Hai Mặt, My Bossy Wife","chàng rể hai mặt , my bossy wife lộ tiểu bạch hiền lành , thích sống tự do , lang thang khắp phố chợ trong kinh thành . nhưng cuộc đời chàng lại va phải nữ ma đầu thẩm quân dạ , cả hai căm ghét nhau như thù địch . bằng một cách nào đó , lộ tiểu bạch lại phải ký kế ước đến ở rể tại thẩm phủ và làm phu quân của thẩm quân dạ . từ chỗ đối nghịch , cả hai dần hiểu nhau , cùng nhau phối hợp vô cùng ăn ý trong quá trình phá giải những vụ án trong kinh thành .",trung quốc,"['cổ trang', 'tình cảm', 'tội phạm']",trần nghĩa,['other']
859,"Một Mảnh Băng Tâm Tại Ngọc Hồ, Ice Heart In Jade Pot","một mảnh băng tâm tại ngọc hồ , ice heart in jade pot nhằm lật lại vụ án oan cho sư huynh , mạc nghiên đã tìm đến phủ khai phong . nhờ tài năng võ nghệ phi thường và sự lanh lợi của mình , cô được gia nhập vào hàng ngũ bổ khoái của khai phong phủ , được gặp gỡ và sánh vai với ngự tiền tứ phẩm đới đao hộ vệ triển chiêu . một mạc nghiên lém lỉnh , một triển chiêu lạnh lùng , hai người họ ban đầu là đôi oan gia , suốt ngày khẩu chiến , nhưng quãng thời gian song hành trong quá trình điều tra phá án đã khiến cả hai dần có cảm tình tốt về nhau . một , mảnh , băng , tâm , tại , ngọc , hồ , ice , heart , in , jade , pot , một mảnh băng tâm tại ngọc hồ , phim một mảnh băng tâm tại ngọc hồ , xem phim một mảnh băng tâm tại ngọc hồ tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , một mảnh băng tâm tại ngọc hồ vietsub , tình cảm , cổ trang , tâm lý , trinh thám , ice heart in jade pot , một mảnh băng tâm tại ngọc hồ online , xem ice heart in jade pot , một mảnh băng tâm tại ngọc hồ fpt play , phim ice heart in jade pot , ice heart in jade pot phụ đề , xem phim rattan tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , ice heart in jade pot fptplay , fpt",trung quốc,"['cổ trang', 'tâm lý', 'tình cảm', 'tội phạm']","triệu cẩm đào , vũ văn quang",['kiều chấn vũ' 'lý hoành nghị' 'other' 'trương tuệ văn']
860,"Sáng Như Trăng Trong Mây, Bright As The Moon","sáng như trăng trong mây , bright as the moon vân thiển nguyệt cùng thế tử dung cảnh vốn yêu thương nhau , lại bị hoàng quyền ngăn cản . dung cảnh , vì trúng hàn độc mà chịu bệnh tật mười năm , thiển nguyệt nguyện trả giá mất đi ký ức để cứu chàng . thiên thánh tân hoàng dạ khinh nhiễm yêu thiển nguyệt , để có được tình yêu đã đem độc khóa tình sinh tử dẫn vào người nàng , mục đích khiến nàng sinh tử không rời mình . dù ký ức mất đi , song trái tim của thiển nguyệt vẫn như thuở ban đầu . sáng , như , trăng , trong , mây , bright , as , the , moon , sáng như trăng trong mây , phim sáng như trăng trong mây , xem phim sáng như trăng trong mây tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , sáng như trăng trong mây vietsub , tình cảm , bright as the moon , sáng như trăng trong mây online , xem bright as the moon , sáng như trăng trong mây fpt play , phim bright as the moon , bright as the moon phụ đề , xem phim bright as the moon tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , bright as the moon fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'cổ trang']","quách hổ , nhậm hải đào",['other']
861,"Vô Tình Nhặt Được Tổng Tài, Please Feel At Ease Mr Ling","vô tình nhặt được tổng tài , please feel at ease mr ling phim vô tình nhặt được tổng tài - please feel at ease mr . ling dựa trên cuốn tiểu thuyết cùng tên của tác giả thuần phong . phim xoay quanh cố an tâm ( triệu lộ tư thủ vai ) cô nàng shipper vụng về và hết sức bình thường nhưng vô tình đụng trúng lăng việt ( lưu đặc đảm nhận ) , một tổng tài soái ca và đồng thời là người thừa kế tập đoàn của hotshot . sau khi xảy ra tai nạn , lăng việt mắc chứng “ hoang tưởng bị hại ” và luôn yêu cầu an tâm phải chịu trách nhiệm về vụ tai nạn này và thậm chí là bắt cô phải về nhà chăm sóc anh . từ đây chuyện tình vô tình nhặt được tổng tài bắt đầu xảy ra , an tâm bởi vì cuộc sống bị làm phiền nên đồng ý “ nhặt ” tổng tài lăng việt về nhà để điều trị nhưng cô không ngờ rằng từ hai con người có tính cách và thân phận trái ngược nhau lại trở nên thân thiết , gắn bó với nhau . một cố an tâm tuy hậu đậu nhưng vô cùng ngây thơ , trong sáng như một chú thỏ đáng yêu gặp phải lăng việt lợi dụng sẽ tạo nên những tình huống vừa đáng yêu vừa hài hước . hãy cùng đón xem phim vô tình nhặt được tổng tài của triệu lộ tư và lưu đặc , để biết xem liệu mối quan hệ giữa hai con người trái dấu có mang đến điểm chung gì và tình cảm của họ sẽ phát triển đến mức nào hay gặp phải khó khăn gì nhé ! vô , tình , nhặt , được , tổng , tài , please , feel , at , ease , mr , ling , vô tình nhặt được tổng tài , phim vô tình nhặt được tổng tài , xem phim vô tình nhặt được tổng tài tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , vô tình nhặt được tổng tài vietsub , tình cảm , tâm lý , please feel at ease mr ling , vô tình nhặt được tổng tài online , xem please feel at ease mr ling , vô tình nhặt được tổng tài fpt play , phim please feel at ease mr ling , please feel at ease mr ling phụ đề , xem phim please feel at ease mr ling tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , please feel at ease mr ling fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm']",unknow,['lý mộc thần' 'other' 'triệu lộ tư']
862,"Anh Trai Nhà Đối Diện, Sweet Sweet","anh trai nhà đối diện , sweet sweet trong một lần thử nghiệm , máy bay không người lái của tô mộ bay vào nhà điền điềm . tưởng không có ai ở nhà nên anh trèo tường vào tìm , kết quả bị điền điềm đang tắm bắt ngay tại trận . trùng hợp thay , chỉ có kem do điền điềm tự làm mới có thể khiến tô mộ vui vẻ , nói năng trôi chảy . vì muốn ăn kem do điền điềm làm , tô mộ chuyển đến ở đối diện nhà cô , từ đó quan hệ của hai người có bước tiến mới .",trung quốc,"['tâm lý', 'tình cảm', 'lãng mạn']",điền điềm,['other' 'triệu dịch khâm' 'đinh nhất nhất']
863,"Nước Cờ Đi Vào Tim Em, GO Into Your Heart","nước cờ đi vào tim em , go into your heart thịnh cảnh sơ là một kỳ thủ cờ vây có tiếng trong giới , tuy nhiên đời tư của anh luôn là điều gây tò mò với báo chí . một lần cứu nguy cho cảnh sơ trong một tình huống khó đỡ , phóng viên thực tập trình ý đã bị mọi người hiểu lầm là bạn gái của anh . té nước theo mưa , cả hai đã dựng lên màn kịch yêu đương để qua mặt cánh nhà báo . bắt đầu từ một lời nói dối , nhưng rồi họ đã phải lòng nhau lúc nào không hay . nước , cờ , đi , vào , tim , em , chess , love , nước cờ đi vào tim em , phim nước cờ đi vào tim em , xem phim nước cờ đi vào tim em tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , nước cờ đi vào tim em vietsub , tâm lý , tình cảm , hài hước , chess love , nước cờ đi vào tim em online , xem chess love , nước cờ đi vào tim em fpt play , phim chess love , chess love phụ đề , xem phim chess love tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , chess love fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'hài hước', 'thể thao']",cúc giác lượng,['ngưu tuấn phong' 'other']
864,"Bí Mật Không Thể Yêu Đương, The Secret Of Not Falling In Love","bí mật không thể yêu đương , the secret of not falling in love phim bí mật không thể yêu đương ( the secret of not falling in love ) xoay quanh câu chuyện kể về tô dịch trong một vụ tai nạn hỏa hoạn mà cô bị mất trí nhớ . trong quá trình tìm kiếm sự thật và ký ức của mình , cô đã gặp phải nam chính lý tán dương , anh là chủ tịch của tập đoàn nhà họ lý , anh sở hữu vẻ ngoài đẹp trai và lạnh lùng . mộc hiểu là mối tình đầu của anh , anh đã tìm kiếm mộc hiểu hơn mười năm và khi nhìn thấy tô dịch có khuôn mặt giống hệt như mộc hiểu thì anh rất bất ngờ . cả 2 người trải qua nhiều khó khăn và nguy hiểm để có thể đến được với nhau họ vượt qua mọi trở ngại để có thể có tình yêu đích thực .",trung quốc,"['tâm lý', 'tình cảm', 'lãng mạn']",unknow,['hứa hiểu nặc' 'lưu dịch sướng' 'other' 'trương tư phàm']
865,"Buổi Gặp Gỡ Đầu Tiên, Phút Chia Ly Cuối Cùng, To Love","buổi gặp gỡ đầu tiên , phút chia ly cuối cùng , to love bộ phim buổi gặp gỡ đầu tiên , phút chia ly cuối cùng - to love kể về câu chuyện tình yêu giữa vòng xoáy định mệnh của những người trẻ với những hoàn cảnh khác biệt . câu chuyện xoay quanh cựu cảnh sát phòng chống ma túy xuất thân từ lính đặc chủng là nghiêm cẩn ( lâm canh tân đóng ) , cô chủ quán cà phê quý hiểu âu ( cái nguyệt hy đóng ) và đội phó đội chuyên án chính nghĩa triệu đình huy ( đỗ thuần đống ) . ba người với những sức hút của riêng mình cùng nhau trải qua hai vụ án ly kỳ phức tạp , sau đó không chỉ phát hiện ra mối liên quan với nhau mà cuối cùng còn dính đến một bí mật động trời . buổi , gặp , gỡ , đầu , tiên , phút , chia , ly , cuối , cùng , to , love , buổi gặp gỡ đầu tiên , phút chia ly cuối cùng , phim buổi gặp gỡ đầu tiên , phút chia ly cuối cùng , xem phim buổi gặp gỡ đầu tiên , phút chia ly cuối cùng tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , buổi gặp gỡ đầu tiên , phút chia ly cuối cùng vietsub , tình cảm , to love , buổi gặp gỡ đầu tiên , phút chia ly cuối cùng online , xem to love , buổi gặp gỡ đầu tiên , phút chia ly cuối cùng fpt play , phim to love , to love phụ đề , xem phim to love tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , to love fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'hành động', 'tội phạm']","trịnh hiểu long , tào dịch văn",['cái nguyệt hy' 'lâm canh tân' 'other' 'đỗ thuần']
866,"Tiểu Nữ Nghê Thường, Ni Chang","tiểu nữ nghê thường , ni chang cửa hiệu tơ tằm nổi tiếng tạ thị bị tô thị cùng trong giới phá tan tành . may mắn sống sót , tạ tiểu nghê - người kế thừa tạ thị đã đổi tên thành nghê thường vào vân cẩm gia trang để học nghề thêu và nhuộm . nhờ kiên trì , nghê thường đã từng bước gây dựng sự nghiệp mới cho riêng mình . ngay lúc đó , tô thị một lần nữa tìm tới và truy sát , diệt đường sống của cô . với sự giúp đỡ của âu dương tử ngu , cả hai đã cùng trốn đến tây tạng chờ ngày quay lại báo thù . tiểu , nữ , nghê , thường , ni , chang , tiểu nữ nghê thường , phim tiểu nữ nghê thường , xem phim tiểu nữ nghê thường tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , tiểu nữ nghê thường vietsub , tình cảm , ni chang , tiểu nữ nghê thường online , xem ni chang , tiểu nữ nghê thường fpt play , phim ni chang , rattan phụ đề , xem phim ni chang tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , ni chang fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'hài hước', 'cổ trang']",đinh anh châu,['other']
867,"Chỉ Vì Phút Giây Được Gặp Em, Just to See You","chỉ vì phút giây được gặp em , just to see you phim chỉ vì phút giây được gặp em ( just to see you ) chuyển thể từ tác phẩm cùng tên của tiên tranh . năm năm trước hạ nhiễm nhiễm là con vịt xấu xí vất vả đuổi theo lâm hướng an . tô mạch là đóa hoa sen lâm hướng an luôn đặt trong tim . năm năm sau hạ nhiễm nhiễm trở thành vị hôn thê danh chính ngôn thuận của thiệu minh triết , còn tô mạch là bạn gái cũ thiệu minh triết giấu sâu trong tim . hạ nhiễm nhiễm không ngờ bản thân còn có thể gặp lại lâm hướng an . thiệu minh triết và nhiễm nhiễm ở bên nhau là cuộc liên hôn gia đình , bọn họ bên nhau nhưng chưa từng yêu nhau . liệu sự dịu dàng thâm tình của minh triết có thành thuốc độc với cô . đến cuối cùng ai mới là nhân vật nam chính trong cuộc đời của cô ... chỉ , vì , phút , giây , được , gặp , em , just , to , see , you , chỉ vì phút giây được gặp em , phim chỉ vì phút giây được gặp em , xem phim chỉ vì phút giây được gặp em tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 , chỉ vì phút giây được gặp em vietsub , tình cảm , just to see you , chỉ vì phút giây được gặp em online , xem just to see you , chỉ vì phút giây được gặp em fpt play , phim just to see you , just to see you phụ đề , xem phim just to see you tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 , just to see you fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'lãng mạn']",unknow,['lý nhất đồng' 'other' 'thi thi']
868,"Chàng Trai Năm Ấy Tôi Từng Nhớ, I Once Remembered That Guy","chàng trai năm ấy tôi từng nhớ , i once remembered that guy bộ phim chàng trai năm ấy tôi từng nhớ - i once remembered that guy xoay quanh câu chuyện kể về một nhóm bạn học cấp ba , trong nỗ lực thực hiện ước mơ và khuyến khích lẫn nhau , một loạt các thói quen đủ mọi chuyện ngọt ngào và xoắn xuýt đã xảy ra , họ đã đoàn kết và hòa giải với nhau và trở thành bạn tốt trong nhiều năm .",trung quốc,"['tình cảm', 'huyền bí', 'học đường', 'huyền bí', 'hài hước']",unknow,['other']
869,"Chàng Trai Hoàn Hảo, Love Cross","chàng trai hoàn hảo , love cross bộ phim chàng trai hoàn hảo - love cross kể về cuộc gặp gỡ và trải nghiệm tình yêu của hai nữ chính và bốn thần tượng "" ảo "" , kêu gọi mọi người quay về thực tại , quý trọng cuộc sống , cuối cùng sẽ gặt hái được tình yêu đẹp . chàng , trai , hoàn , hảo , love , cross , chàng trai hoàn hảo , phim minh chàng trai hoàn hảo , xem phim chàng trai hoàn hảo tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , chàng trai hoàn hảo vietsub , tình cảm , tâm lý , love cross , chàng trai hoàn hảo online , xem love cross , chàng trai hoàn hảo fpt play , phim love cross , love cross phụ đề , xem phim love cross tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , love cross fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm']",unknow,['other']
870,"Muôn Vàn Cách Yêu, Brilliant Girls","muôn vàn cách yêu , brilliant girls phim muôn vàn cách yêu ( brilliant girls ) kể về 5 cô gái với 5 tính cách khác nhau , trải qua khó khăn trong cuộc sống tìm lại chính mình . đới hi hi trong lúc nhất thời không có nơi nào để đi , sống nhờ nhà đinh cối kiều , bắt đầu lại cuộc sống , nhưng vô tình trở thành oan gia với nhà thiết kế hôn lễ thuê trước ở đây - ôn như tuyết . mặc dù về diện mạo , đinh cối kiều không hề thua kém ôn như tuyết , nhưng cô ấy là một nữ cường nhân iq cao , eq cao , coi công việc là mục tiêu quan trọng nhất trong đời . còn ôn tiểu dương tới thượng hải theo đuổi giấc mơ làm họa sĩ manga , trở thành một thành viên trong ngôi nhà . các cô gái sống chung dưới một mái nhà , từ va chạm mâu thuẫn với nhau dần trở thành chỗ dựa cho nhau . muôn , vàn , cách , yêu , brilliant , girls , muôn vàn cách yêu , phim muôn vàn cách yêu , xem phim muôn vàn cách yêu tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 , muôn vàn cách yêu vietsub , tình cảm , brilliant girls , muôn vàn cách yêu online , xem brilliant girls , muôn vàn cách yêu fpt play , phim brilliant girls , brilliant girls phụ đề , xem phim brilliant girls tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 , brilliant girls fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'lãng mạn']",lý giang minh,['other' 'triệu kim mạch']
871,"Thanh Lạc, Qing Luo","thanh lạc , qing luo vì một biến cố mà nữ thần y ngọc thanh lạc mang thai nhưng lại không rõ cha đứa bé là ai . bảy năm sau , trong quá trình đưa con trai đi tìm cha , thanh lạc vô tình gặp dạ tu độc - vị hoàng tử của phong thương quốc . chỉ vì chàng mang tướng mạo giống với kẻ thù dương tu thành nên thanh lạc không hề có thiện cảm tốt . tuy nhiên , dạ tu độc và mẹ con nàng dường như có một mối liên kết nào đó . thanh , lạc , qing , luo , thanh lạc , phim thanh lạc , xem phim thanh lạc tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , thanh lạc vietsub , tình cảm , tâm lý , cổ trang , qing luo , thanh lạc online , xem qing luo , thanh lạc fpt play , phim qing luo , qing luo phụ đề , xem phim qing luo tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , qing luo fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'cổ trang', 'hài hước']",lưu trấn minh,['lưu học nghĩa' 'vương tử vi' 'đại tư']
872,"Khởi Đầu, Reset","khởi đầu , reset cô sinh viên lý thi tình và lập trình viên công ty trò chơi tiêu hạc vân tình cờ cùng có mặt trên một chuyến xe buýt đã được định sẵn là sẽ phát nổ . tại đây , cả hai đã cùng trải qua vòng tuần hoàn vô hạn của các sự kiện kỳ lạ . để ngăn chiếc xe buýt phát nổ cũng như giải cứu chính bản thân và mọi người , cả hai đã hợp sức để tìm ra sự thật . đồng thời thông qua quá trình này , họ cũng nhận ra được những giá trị và ý nghĩa mới của cuộc sống .",trung quốc,"['giật gân', 'huyền bí', 'viễn tưởng']",tôn mặc long,['bạch kính đình' 'lưu đào' 'other' 'triệu kim mạch']
873,"Mẹ Chồng Tôi Thật Đáng Yêu, U Motherbaker","mẹ chồng tôi thật đáng yêu , u motherbaker tiểu âu là con dâu út của nhà họ tô , vừa mới về nhà chồng chưa được bao lâu thì bất hạnh ập đến , bố chồng và chồng lần lượt ra đi . bà quả phụ tiểu âu chỉ mong sao nhanh chóng cắt đứt mọi quan hệ với mẹ chồng , nhưng số phận khiến cho cô và mẹ chồng ngày một gần gũi hơn .",đài loan,"['tâm lý', 'tình cảm', 'gia đình']",đặng an ninh,['other']
874,"Bạn Trai Vi Diệu Của Tôi 2, My Amazing Boyfriend 2","bạn trai vi diệu của tôi 2 , my amazing boyfriend 2 nữ diễn viên điền tịnh thực vì tai nạn xe mà ngơ ngơ ngác ngác đánh thức một người đột biến gen tên tiết linh kiều . trải qua bao nhiêu sóng gió hai người mới được ở bên nhau . nhưng đúng lúc điền tịnh thực mang thai , một tổ chức bí mật phát hiện ra tiết linh kiều có khả năng khác biệt , để bảo vệ hai mẹ con , anh đành ra đi .",trung quốc,"['tình cảm', 'hài hước']",đinh tử quang,['lý ca dương' 'ngu thư hân' 'ngụy triết minh' 'other']
875,"Pháp Y Tần Minh: Người Đọc Tâm, Medical Examiner Dr Qin: The Mind Reader","pháp y tần minh : người đọc tâm , medical examiner dr qin : the mind reader cậu sinh viên pháp y vừa mới tốt nghiệp tần minh trở về quê để điều tra cái chết bí ẩn của mẹ . quá trình thu thập chứng cứ đã vô tình dẫn tần minh đến một vụ án mạng khác . cùng một lúc phải giải quyết hai vụ án , tần minh không còn cách nào khác là phải cầu cứu chính quyền địa phương . với sự giúp đỡ của nhóm cảnh sát cùng nhân viên khám nghiệm tử thi an nhiên , lâm đào , hoàn hoàn , các vụ án dần dần được lật mở , hé lộ một âm mưu cực lớn đằng sau đó . pháp , y , tần , minh , người , đọc , tâm , medical , examiner , dr , qin , the , mind , reader , pháp y tần minh người đọc tâm , phim pháp y tần minh người đọc tâm , xem phim pháp y tần minh người đọc tâm tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 , pháp y tần minh người đọc tâm vietsub , tình cảm , tâm lý , hành động , phá án , medical examiner dr qin the mind reader , pháp y tần minh người đọc tâm online , xem medical examiner dr qin the mind reader , pháp y tần minh người đọc tâm fpt play , phim medical examiner dr qin the mind reader , medical examiner dr qin the mind reader phụ đề , xem phim medical examiner dr qin the mind reader tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 , medical examiner dr qin the mind reader fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'hành động', 'tội phạm']",unknow,['other' 'trương diệu']
876,"Hồ Sơ Trinh Sát, Detective Investigation Files","hồ sơ trinh sát , detective investigation files bộ phim hình sự miêu tả quá trình phá án ly kỳ của đội cảnh sát hình sự hồng kông , mà đại diện là đội trưởng trương đại dũng và đội viên lý trung nghĩa . những cái chết bí ẩn , không rõ nguyên nhân được họ điều tra một cách tỉ mỉ và chuyên nghiệp . đan xen vào những vụ án phức tạp ấy , là câu chuyện tình cảm của các chiến sĩ cảnh sát .",hồng kông,"['tội phạm', 'tâm lý']",huỳnh vĩ thanh,['lương vinh trung' 'quách khả doanh' 'đào đại vũ']
877,"Hồ Sơ Trinh Sát II, Detective Investigation Files II","hồ sơ trinh sát ii , detective investigation files ii mối tình đẹp giữa đội trưởng trương đại dũng và cô phóng viên cao tiệp có nguy cơ tan vỡ khi xuất hiện “ kẻ thứ ba ” . đó là thành viên mới của đội , nữ cảnh sát gia văn . trước sự quan tâm và lo lắng của văn dành cho mình , trái tim dũng dường như cũng đã rẽ lối . cho đến một ngày , tiệp cùng bạn thân phát hiện ra quá khứ đen tối của văn . sự thật chưa kịp được phanh phui , bạn của tiệp bỗng bị giết hại .",hồng kông,"['tội phạm', 'tâm lý', 'hành động']",huỳnh vĩ thanh,['lương vinh trung' 'quách khả doanh' 'đào đại vũ']
878,"Hồ Sơ Trinh Sát IV, Detective Investigation Files IV","hồ sơ trinh sát iv , detective investigation files iv đội cảnh sát tinh anh cid khu trung hoàn mà đại diện là đội trưởng giang tử sơn và trung sĩ từ phi đã phá nhiều vụ trọng án , đem những kẻ thủ ác thực sự ra ngoài ánh sáng . là những cảnh sát tinh anh , nhưng trong chuyện tình cảm , họ cũng vụng về như bao chàng trai khác . cả sơn và phi đều không ngờ rằng chuyện đôi lứa rất đỗi tầm thường của mình lại có thể trở thành cái cớ cho những vụ án thảm khốc về sau .",hồng kông,['tâm lý'],"huỳnh vĩ thanh , lâm chí hoa",['cổ thiên lạc' 'other' 'tuyên huyên']
879,"Hoa Gian Tân Nương, Believe In Love","hoa gian tân nương , believe in love lục nguyệt nhi 17 tuổi là chủ tiệm mì vân nguyệt . hoa diệc nam có vẻ ngoài anh tuấn nhưng bên trong lại khá đen tối , luôn làm mọi cách để có được thứ mình muốn . tuy mới có 20 tuổi nhưng diệc nam đã được hàng vạn dân chúng sùng bái . khi gặp gỡ nguyệt nhi , chàng luôn bí mật quan tâm chăm sóc nàng , bảo vệ nàng bằng mọi giá . trải qua nhiều khó khăn sóng gió , cuối cùng ông trời đã an bài cho họ một cái kết viên mãn . hoa , gian , tân , nương , believe , in , love , hoa gian tân nương , phim hoa gian tân nương , xem phim hoa gian tân nương tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , hoa gian tân nương vietsub , tình cảm , tâm lý , lãng mạn , cổ trang , believe in love , hoa gian tân nương online , xem believe in love , hoa gian tân nương fpt play , phim believe in love , believe in love phụ đề , xem phim believe in love tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , believe in love fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'lãng mạn', 'cổ trang']",thẩm kim phi,['huỳnh thánh trì' 'trịnh hợp huệ tử']
880,"Tế Công Truyền Kỳ, Final Destiny","tế công truyền kỳ , final destiny đại bàng tinh tự ý xuống trần gây họa , phật tổ phái sứ giả hàng long đuổi theo , thu phục nó . một cuộc chiến long trời lở đất đã diễn ra , vô tình tạo ra một mối lương duyên đến tận năm trăm năm sau . ở hiện tại , lục thanh nhi , võ dã quang và nữ bộ khoái tô nhu vô tình gặp nhau , hình thành mối tình tay ba đầy vương vấn . tuy nhiên , yêu ma xuất hiện hoành hành khắp nơi , dã quang biết được mình là hàng long của quá khứ , nên đã gạt bỏ ái tình , quyết tâm tu hành , lấy pháp danh đạo tế để thay trời hành đạo , hoàn thành sứ mệnh mà phật tổ đã giao phó .",hồng kông,"['hài hước', 'tâm lý']",thi tuấn kiệt,['other']
881,"Võ Tắc Thiên, The Empress Of China","võ tắc thiên , the empress of china nhập cung năm 14 tuổi , cung nữ võ như ý bắt đầu làm quen với cuộc sống đấu đá chốn thâm cung hậu đình . chịu sự hãm hại , giày vò của quyền lực , nàng quyết định vùng lên làm chủ nó . dần tập trung thế và lực , võ như ý một bước lên ngôi võ hậu rồi trở thành người cai trị đất nước - nữ hoàng duy nhất trong lịch sử trung hoa .",trung quốc,"['cổ trang', 'tâm lý', 'lịch sử']",cao dực tuấn,['châu hải my' 'other' 'phạm băng băng']
